eda,p6b1,p6b2
26, ,
44,3,7740
40,3,6020
24, ,
16, ,
58, ,
60, ,
22, ,
28,2,20000
36, ,
38,7,
33, ,
12, ,
14, ,
83, ,
35,2,15000
26,2,10000
38,7,
17, ,
30,3,5590
47,2,8000
45, ,
23, ,
17, ,
15,3,2150
27,2,7000
33, ,
14, ,
45,3,10750
36, ,
21, ,
37,3,5590
42,3,8600
19,3,3440
15,3,4300
55,2,6000
52,3,5590
20, ,
15, ,
35,2,12000
33,3,3225
56,2,20000
56, ,
58,2,18000
60,3,3870
43,7,
39,5,167
17, ,
12, ,
60,2,9000
47,7,
44,3,8600
20, ,
16, ,
15, ,
50,7,
48, ,
20, ,
63,3,19350
37,7,
19, ,
63, ,
39,2,4000
20, ,
51, ,
46, ,
25, ,
13, ,
50,2,8000
48,2,12000
19, ,
16, ,
50,7,
48,3,4515
74, ,
26,2,7200
22,3,5590
15, ,
38,7,
36, ,
46,7,
47, ,
18, ,
27,7,
41,2,8000
31,2,11600
12, ,
46,3,8600
23, ,
56, ,
23, ,
51,7,
47,7,
24, ,
22,2,6000
47, ,
44, ,
16, ,
19, ,
61, ,
27,2,8200
71, ,
69, ,
44,7,
38,7,
35,7,
69, ,
42,2,3800
22,3,9890
21,3,5912
34,2,12000
35,7,
36,8,
28, ,
31,3,8600
32,3,8600
34, ,
55, ,
68, ,
36, ,
62, ,
50,3,10750
40,3,1290
18,3,6450
23,3,5160
14, ,
33, ,
39,3,6450
13, ,
61, ,
60, ,
30, ,
43,8,
40,7,
86, ,
59,4,7740
51,2,4000
93, ,
21, ,
12, ,
44,3,6450
43,3,4300
23,7,
18, ,
12, ,
43,7,
39, ,
77,5,150
62, ,
39,3,5160
36,2,10000
62, ,
64, ,
54,7,
31,2,7000
41,8,
27,2,4000
21,7,
15, ,
13, ,
46,2,5000
24,4,5160
17, ,
38,3,8600
35, ,
12, ,
47,3,12900
42,2,10000
19,7,
17, ,
27,2,10000
22, ,
20,2,5200
53,3,8600
41,2,12000
20, ,
15, ,
48,7,
52, ,
22, ,
17, ,
51,3,6450
50,3,5590
19,4,7955
44, ,
43,7,
24,7,
22, ,
64,2,14000
28, ,
35,3,17200
32,3,7740
35,2,6000
24, ,
40,3,8600
39,3,6880
14, ,
33,3,5590
42,5,7800
15, ,
14, ,
18, ,
38,2,8600
41,2,8000
13, ,
60,3,3440
59,7,
82, ,
51, ,
70, ,
34,7,
34, ,
55, ,
51,2,30000
23, ,
17, ,
50,7,
42,7,
45,7,
47, ,
23,7,
22,7,
17, ,
19, ,
45,3,3440
42, ,
66, ,
37,2,26600
39, ,
15, ,
57, ,
27,7,
29, ,
28, ,
64,7,
60, ,
23, ,
31,2,10800
57,3,4300
53,3,1720
21,2,5000
16, ,
46,2,5000
43,3,6450
38, ,
16, ,
70, ,
69, ,
17,3,4816
27, ,
28,3,5160
34,3,5590
15,3,3440
33,2,8000
43, ,
13, ,
39,8,
36,7,
18, ,
16, ,
82, ,
52,7,
43,7,
34,7,
27,7,
36,3,6020
47,2,10000
42, ,
15, ,
55,2,14900
59, ,
55,3,6450
23,7,
68,1,9000
39,3,5160
20,3,5160
12, ,
46,7,
41,7,
14, ,
29,3,7740
24,3,1720
49,3,3440
47, ,
20, ,
64,2,7000
54, ,
18, ,
34,7,
58,3,13760
51, ,
48,3,2580
29,7,
26, ,
24,7,
24,7,
22, ,
19,7,
15, ,
49, ,
47, ,
69,4,860
49, ,
58,3,6880
57, ,
63,3,4300
39,7,
64,3,2580
57, ,
16, ,
45,2,14000
45, ,
54,1,30000
33, ,
42, ,
24,1,12000
22, ,
13, ,
68, ,
53,1,20000
51, ,
22, ,
16, ,
48,1,30000
44,1,20000
24,1,10000
18, ,
56,7,
53, ,
33,3,10750
32,4,3440
44,3,6880
67, ,
18, ,
16, ,
52,3,5160
32, ,
31, ,
58,3,7310
22, ,
27,3,5590
22,3,4300
35,3,7740
37,3,7740
17, ,
13, ,
45,7,
20,3,7740
59,3,8600
56,7,
89, ,
47,7,
46,1,2000
25,3,6450
47,2,9000
53, ,
19, ,
40,7,
20,3,5590
18, ,
15,3,8600
79, ,
77, ,
46,7,
49,7,
62,3,3440
58, ,
17, ,
15, ,
34,7,
42,7,
36, ,
18, ,
13, ,
44,7,
50, ,
15, ,
69, ,
52, ,
42, ,
24,8,
44, ,
43,8,
15, ,
68,2,7000
65, ,
35, ,
40,3,5590
51,2,4000
28,3,7740
23, ,
18, ,
59, ,
49, ,
27,7,
25, ,
16, ,
72,3,7740
68, ,
30, ,
48,8,
44,8,
20, ,
16, ,
78, ,
68, ,
32,3,12900
44,3,6450
48,3,6450
34,7,
40,3,21500
30,1,10000
30,1,6000
39,3,6880
32,3,11180
65, ,
64,4,3970
42,1,10000
30,2,11000
30,2,5600
42, ,
37,3,8600
16,3,1290
64,3,8600
61, ,
64,7,
62,3,3010
34, ,
36,5,6428
20, ,
59,7,
59, ,
39,3,6020
37, ,
32,3,3870
29,7,
28, ,
52,1,9500
59, ,
36, ,
29,3,12900
26,1,9000
75,7,
72, ,
30,3,5160
91, ,
55, ,
31,7,
21,3,5160
15, ,
38,7,
25, ,
64, ,
55,3,5160
23, ,
21,2,4800
82, ,
40,3,12900
39,3,5160
18, ,
17,3,3440
37,3,8600
41,7,
40,7,
25,3,6450
40, ,
15, ,
20, ,
36,3,12900
41,7,
19,2,5000
17, ,
71, ,
40,3,8600
37,3,6880
37, ,
16, ,
15, ,
61,3,7740
49, ,
21,3,6020
32,4,6880
24,3,12900
24,3,3440
25,3,6450
28,2,6000
78,3,6020
41,4,3010
58, ,
57,2,3600
76, ,
22, ,
44,3,10750
39, ,
16, ,
26,3,6450
18,3,5160
61,7,
59, ,
27,7,
42,7,
40, ,
15, ,
86, ,
49,1,20000
68,4,2580
60, ,
38,1,20000
38,4,8600
52, ,
29,1,8000
24,3,3440
63, ,
67, ,
19,3,6450
31,1,8000
34,1,8000
14, ,
12, ,
75, ,
61,3,2580
43, ,
76, ,
36,2,5500
12, ,
40,2,18000
26,7,
43,7,
43, ,
14, ,
52,7,
44, ,
18, ,
15, ,
29,7,
29,7,
29,8,
62,3,860
46, ,
46,7,
20,3,8600
20,4,1290
53,3,12040
52, ,
63, ,
20,7,
61,2,12000
57, ,
28, ,
19, ,
24,4,6450
47,7,
46,7,
24,7,
19,2,2400
21, ,
20, ,
53, ,
26,7,
18, ,
34,8,
71,8,
56, ,
24,3,2150
74, ,
34,2,4000
72, ,
74, ,
42,3,8600
41,3,6450
22,3,2150
20, ,
19,7,
53,3,8600
82, ,
75, ,
30, ,
54,3,6450
51, ,
25, ,
33,3,5160
37,3,4300
54,3,3225
50,4,6000
46,3,4300
44,3,5375
20, ,
20,3,5160
27, ,
22,3,5160
45,3,8600
43,2,5700
26,3,8600
30,1,5000
25,1,8000
69, ,
61,3,6450
29,1,8000
51,1,16000
25,1,10000
26,1,8000
50,1,20000
47,1,20000
26,1,8000
23, ,
19, ,
36,8,
14, ,
42,3,6880
36, ,
19,3,6020
47,3,5160
46,3,12900
43, ,
80, ,
33,3,12900
25, ,
35,3,5160
13, ,
39,3,9460
45,3,8170
37, ,
12, ,
32,8,
28, ,
48,8,
33,8,
38, ,
46,7,
20,7,
18,3,10750
23,3,6880
21, ,
37,2,4000
37,7,
42,3,6450
43, ,
19, ,
16, ,
47,1,3500
24,3,4300
21,2,8000
40,7,
17, ,
59,2,40000
55,2,11000
23, ,
22, ,
17, ,
65,7,
33,7,
67, ,
63, ,
29, ,
34, ,
91, ,
35, ,
53,7,
51,7,
23,3,5160
19, ,
17, ,
26,3,10750
57,3,17200
50,3,5160
73, ,
30, ,
32,7,
33,2,6000
21, ,
16, ,
24, ,
29,3,8600
32,3,8600
98,7,
15, ,
53,8,
46, ,
22, ,
42,2,60000
42,2,60000
44,2,40000
39, ,
16, ,
32,2,10000
30,1,4000
57, ,
29,2,14000
27, ,
32,8,
34,8,
32,7,
35,7,
18, ,
16, ,
42,2,8000
36, ,
13, ,
86, ,
89, ,
61, ,
59,7,
38, ,
51, ,
73, ,
64, ,
44, ,
43,4,2580
67,2,6000
64, ,
31, ,
40,3,8600
39, ,
61,6,310
57, ,
47,1,10000
46,3,21500
21, ,
17, ,
64,1,10000
32,1,10000
83, ,
53,1,10000
26, ,
52,3,10750
62,3,4300
22,3,4730
28,2,5000
44, ,
26, ,
48,3,6450
47, ,
16, ,
59,3,5160
56, ,
23,3,5160
19, ,
58,3,8600
29,2,8000
30,3,21500
36,3,10750
34,3,4300
15, ,
13, ,
49,7,
38, ,
18, ,
16,7,
18,7,
36,3,5160
13, ,
29,2,9000
28,2,16000
49,3,12900
36,8,
38,7,
12, ,
43,4,1720
25, ,
23,8,
38,3,7740
23,3,4300
21, ,
17,3,3440
14, ,
36, ,
18,3,6450
17, ,
14, ,
23,2,6000
23, ,
39,1,20000
36,1,9500
43,8,
55,1,12000
47,1,15000
56,1,12000
50,1,14000
21, ,
15, ,
79, ,
45,7,
72,1,600
22,3,8600
64, ,
56, ,
45,7,
44,1,12000
19, ,
40,3,8600
38,4,6450
20,3,4085
17, ,
15, ,
13, ,
59,1,12000
55,3,21500
31,7,
17,3,2580
29,3,17200
72,2,200
37,7,
17, ,
59, ,
23,3,6450
24,3,5160
49,3,12900
47,3,4300
26,3,7740
23,3,8600
21, ,
22,3,6450
23, ,
18,3,7310
66,1,6000
60,2,6000
91, ,
59, ,
45,3,8600
36,7,
25,7,
25,3,5160
71, ,
44, ,
42,3,7740
20,3,4970
18,2,6200
15,4,6000
48, ,
49,3,7740
48,3,4730
36,2,8000
65,7,
65, ,
25,3,7740
25, ,
38,2,13000
17, ,
14, ,
28,2,5200
25,3,6450
32,4,9000
30, ,
14, ,
12, ,
45,2,13200
30, ,
64,2,25000
57,1,5000
97, ,
73, ,
67,1,10000
38,2,14000
30,2,8000
49,7,
40,1,25000
30,3,12900
29,2,14000
59,2,8000
49, ,
15, ,
48,7,
49, ,
19,3,6450
15, ,
43,7,
54,7,
52,7,
16, ,
50,7,
44, ,
21, ,
17, ,
45,3,8600
39, ,
15, ,
21,3,5160
25,2,5000
59, ,
30, ,
61,5,6666
59, ,
25,7,
49, ,
20, ,
59, ,
58, ,
51,2,24000
20, ,
62,7,
59,7,
33, ,
27,7,
54,3,5160
34,3,4300
22, ,
41,2,8000
20, ,
27,3,6880
33,3,1290
39,7,
40,7,
20, ,
15,3,1935
13, ,
42,3,8600
43, ,
22,3,3440
17, ,
41,3,8600
22,2,1200
49,7,
38,3,7740
32,3,6450
30,4,645
74,3,2580
63,8,
63, ,
26,7,
47, ,
17, ,
15, ,
41,8,
40, ,
22, ,
13, ,
20, ,
58,2,8600
57,2,7600
37,2,20000
33,2,16000
23,3,6450
19, ,
60,7,
57, ,
25, ,
67, ,
47,7,
45,7,
17, ,
44,8,
40,8,
14, ,
48,2,7000
48,2,7400
14, ,
12, ,
57, ,
29,3,8600
61,3,1720
41,3,8600
76, ,
70, ,
62, ,
72,4,6000
39,3,10750
16,3,3440
15,4,6000
44,1,15000
18,3,10750
20,3,8600
46,3,12900
45, ,
24,7,
14, ,
50,1,7000
46, ,
25,3,5160
18,3,6020
32,3,8600
33,4,10500
15, ,
13, ,
49,7,
46, ,
22,7,
15, ,
21, ,
49,7,
21,7,
41,3,4300
16, ,
23,3,6450
56,2,14000
54, ,
27, ,
31,3,5590
40,7,
12, ,
33,3,4300
38,2,5200
12, ,
42,3,9890
37, ,
52,7,
20,3,6235
38,3,8600
25,3,3440
35,7,
36, ,
39,7,
35, ,
15, ,
57,8,
24,8,
28,7,
28,8,
47,1,20000
44, ,
15, ,
14, ,
49,7,
48, ,
30,2,7000
21, ,
30,3,6020
73,2,16000
40,3,3440
21,7,
14, ,
14, ,
49, ,
53,2,14000
56, ,
65,4,3870
56, ,
53,8,
51, ,
25, ,
28,8,
12, ,
73, ,
61, ,
26,7,
21, ,
27,2,14000
28, ,
19, ,
20, ,
49,3,5590
47, ,
24, ,
19, ,
26, ,
33,3,8600
35,2,3400
14, ,
36,7,
16, ,
38,3,5160
35,1,6000
17, ,
16, ,
13, ,
56,3,4300
47,1,20000
45,7,
63,8,
20, ,
79, ,
68,1,1000
49,7,
23, ,
45,7,
68, ,
78, ,
34,1,15000
36, ,
18, ,
13, ,
54,3,17200
58,3,5160
34,7,
35, ,
13, ,
58,2,4000
27,3,7740
57,3,12900
52,3,6450
21,3,12900
42,3,5590
22, ,
19,4,2150
18, ,
15, ,
15, ,
31,4,27000
35,4,7740
24, ,
38,4,2580
18,4,6000
21,4,2580
38,3,6450
48,2,8000
29, ,
63,7,
59, ,
16, ,
66, ,
65, ,
55, ,
51,3,4300
28,3,8600
62, ,
25,5,10750
41,3,15050
40,3,4800
16, ,
17, ,
49,1,15000
36,1,15000
18,3,5160
15, ,
60, ,
32,3,5160
22,2,8000
74,7,
73, ,
71, ,
67, ,
72, ,
65,7,
52, ,
74, ,
67,3,8600
22,3,6450
30,3,12900
30,3,15050
66,1,80000
62, ,
69, ,
65, ,
35,7,
35,3,15050
29, ,
49,4,2580
64,3,8600
22,7,
19,3,5160
82, ,
70, ,
51,7,
47, ,
24,7,
19, ,
36,2,30000
59, ,
25,3,4300
59,1,8000
80, ,
63,2,5000
39, ,
43, ,
26,7,
16,3,2580
21,5,6216
78, ,
37,3,7740
36,1,2000
15, ,
13, ,
73, ,
27,3,5590
48,3,12900
49,3,4300
19,1,3000
64, ,
66,4,2580
44,3,10750
48,3,1290
19,7,
64,3,12900
62, ,
33,3,12900
51, ,
53,3,4300
47,2,24000
36, ,
14, ,
70, ,
26, ,
20,2,5000
15, ,
58, ,
89, ,
35,3,12900
27,1,13000
36,1,10000
16, ,
13, ,
58,3,8600
56, ,
51,7,
50, ,
67, ,
79, ,
79, ,
58,2,5600
39,5,8600
25,3,5160
27,2,4500
36,3,7740
37, ,
12, ,
31,4,6450
56,7,
30,3,8600
37, ,
23,3,8944
23,3,6020
50,3,3010
91, ,
64, ,
41,1,10000
36, ,
46,7,
27, ,
25,7,
21,7,
15, ,
53, ,
30,3,5590
34,1,1000
30, ,
41,3,10750
39, ,
17, ,
12, ,
33,3,25800
42,2,20000
51,2,8400
52,3,5160
50, ,
28,2,1000
27,2,10000
35,5,15000
25,3,9890
30, ,
41,2,10000
39,2,10000
16, ,
13, ,
34,2,8000
16, ,
81, ,
54,3,8600
19, ,
45,4,6450
62, ,
62, ,
39,8,
33,8,
40,2,20000
12, ,
55,2,4600
40,7,
14, ,
56,3,5590
49,3,3440
21, ,
19, ,
27, ,
27, ,
41,2,10000
38, ,
58,3,8600
60, ,
52, ,
53, ,
21,3,4300
25,1,8000
53,3,4300
12, ,
28,3,5160
47,1,8000
43, ,
22, ,
64, ,
61, ,
46,7,
48,7,
30,3,10750
28,3,4300
35,2,10000
35,3,4300
16, ,
12, ,
68,1,1000
24, ,
31,6,38700
29,1,16000
14, ,
35,2,6000
33, ,
12, ,
42,7,
38,8,
47,3,3010
45, ,
22, ,
17, ,
15, ,
64, ,
57, ,
31, ,
32,1,10000
62, ,
58, ,
26, ,
29,2,10000
51,3,12900
35,7,
30,3,7740
21,7,
30,3,9890
31, ,
46,2,16000
42, ,
23,7,
18, ,
13, ,
36,3,2580
28,4,4300
22,4,5160
76, ,
50, ,
36,2,8000
16, ,
15, ,
74, ,
64,4,5160
23,3,5160
23,7,
46,3,12900
44,2,9000
20,4,20640
23,3,6450
25, ,
58,7,
58, ,
18, ,
58,7,
33, ,
31, ,
12, ,
47,2,7600
58,3,7740
58, ,
26,2,10000
64, ,
60, ,
15, ,
16, ,
31,3,10750
37,2,7000
28,2,15000
28, ,
37,2,7200
39, ,
13, ,
66,2,1000
18, ,
23, ,
36,3,8600
32,3,10750
31,3,8600
17, ,
74, ,
40,2,15000
54,2,9000
63,3,4300
42,3,9890
18,7,
26,7,
26,8,
63,7,
63, ,
31,3,4300
91, ,
38,4,6450
26,7,
72,3,860
51,7,
51,7,
19, ,
61,3,8600
34, ,
15, ,
14, ,
27,3,8600
78, ,
68, ,
68,3,8600
41, ,
12, ,
44,3,3010
19,3,5160
44,7,
43, ,
23,7,
22, ,
19, ,
39,3,5160
46, ,
16, ,
15, ,
55,3,8600
52,3,6450
54,2,9400
56,8,
20, ,
16, ,
30,3,10750
36, ,
65,3,2580
33,7,
12, ,
52,7,
30,3,12900
22, ,
53,2,4600
53, ,
47,2,10000
29,7,
21,3,4300
61, ,
17,3,5160
71,4,2580
58, ,
31,7,
24, ,
31,8,
64, ,
60, ,
68, ,
66, ,
28,7,
65,3,7740
57, ,
41, ,
41,8,
33,2,11000
14, ,
34,3,9890
65,7,
57,7,
27,7,
28,2,6000
34, ,
54, ,
21, ,
65,8,
62, ,
39,7,
32,7,
44,2,8000
43,3,6450
72, ,
54,3,6880
40,3,6450
33,3,8600
38,3,5160
31, ,
13, ,
39,3,10750
42,7,
22,3,5160
63,4,15000
60,3,6450
56, ,
83, ,
63, ,
34,3,12900
34,4,6000
38,2,12000
15, ,
48,7,
42, ,
49,3,15050
41,1,1200
17,7,
15,7,
35,2,9000
33,2,14000
34,8,
34, ,
13, ,
34,3,6450
34,4,1500
17, ,
15, ,
35,3,7310
42,3,7310
23,3,7740
22, ,
57,3,8600
52,4,3225
26,3,5590
35,5,12900
79, ,
23,3,6450
51,3,5160
48, ,
50,3,6450
47,3,6450
24, ,
25,3,4300
27,3,4730
33,2,7400
36, ,
14, ,
14, ,
13, ,
34,3,10750
34,7,
60,7,
60, ,
27,3,7740
31,3,6020
40,1,20000
35,1,20000
16,3,3010
47,1,20000
45, ,
13, ,
39,2,24000
39,2,24000
48,1,15000
48, ,
19, ,
17, ,
15, ,
40, ,
18,3,8600
57, ,
32, ,
27, ,
63, ,
61, ,
40,3,9460
33, ,
18,3,6880
44,3,12040
47,3,6880
41, ,
16, ,
15, ,
13, ,
35,7,
36, ,
26,4,7740
26, ,
48,3,12900
44, ,
23,3,7740
19, ,
13, ,
75,3,5160
21,7,
41,3,6450
27,8,
25, ,
24,7,
64,3,6450
52,3,5160
22,3,8600
38,7,
29,7,
64, ,
21,2,8000
25,2,5000
49,2,60000
27,2,18000
21, ,
35,2,14000
20,3,6880
19, ,
64, ,
40, ,
19, ,
27,3,8600
25,3,10750
35,3,5160
48,3,8600
46, ,
21, ,
17, ,
50,7,
48,7,
21, ,
23, ,
35,2,8000
17, ,
12, ,
60,2,5600
54, ,
24, ,
22,7,
21,7,
22,3,8600
47,8,
48,8,
19, ,
14, ,
32,1,10000
30, ,
29, ,
12, ,
61,3,8600
59, ,
31,7,
23,3,25800
63,3,6450
26,2,7600
48,3,6450
14, ,
25, ,
27,3,6450
27, ,
50,4,2580
50,3,4300
23,3,6450
17,3,3010
14, ,
71, ,
61, ,
56, ,
61,7,
34,7,
51,2,14000
13, ,
64,7,
66, ,
18, ,
42,4,3010
41,2,7000
18,2,8000
16, ,
47,3,6450
49, ,
45,2,10000
71, ,
19, ,
14, ,
76, ,
44,8,
40,8,
14, ,
76, ,
43,3,3440
47,7,
43, ,
18,3,3870
13, ,
57, ,
25,1,15000
24,1,7000
45,8,
43,7,
15, ,
36,1,13000
36,1,30000
70, ,
69, ,
46,2,7000
50, ,
21,7,
22,7,
42,4,5160
64, ,
37,7,
67,2,3600
65, ,
46,3,6450
46,4,1720
18, ,
16, ,
13, ,
25, ,
39,5,10200
56, ,
25, ,
33,2,7800
60, ,
32, ,
42,3,25803
20,3,6880
24,7,
30, ,
30, ,
43,3,10750
48,7,
19,3,5590
21,7,
31,3,10750
30,3,4730
13, ,
52,3,6020
25,3,10750
28,3,6020
41,3,7740
40,2,3000
16,2,3440
21,3,7310
65, ,
28,7,
26,3,5160
19,3,3440
48,3,25800
54, ,
24, ,
50, ,
58, ,
45,7,
42, ,
13, ,
12, ,
62,3,5160
40,1,7000
15, ,
61, ,
63,3,8600
24,1,9000
64, ,
67,4,2580
36,1,8000
63, ,
25,2,4000
20,3,6450
60,1,5000
30, ,
85, ,
67, ,
49, ,
16, ,
39,1,10000
38,1,5500
44,3,21500
40,1,10000
87, ,
21,3,4300
49,3,21500
55,2,20000
28,3,6880
22, ,
16, ,
62, ,
36,7,
31,7,
43,2,50000
45, ,
19, ,
13, ,
57,4,25800
42,2,24000
17, ,
16, ,
13, ,
63,3,8600
63, ,
31, ,
40,7,
64, ,
39,3,6450
14, ,
81, ,
40,3,3870
39,2,10000
16, ,
87, ,
54,4,7500
48, ,
24,7,
50,3,8600
40,7,
12, ,
46,3,6450
26,3,5160
21, ,
18,4,1290
61,3,3440
40,3,8600
38,3,5160
14, ,
61,3,6450
55,2,2000
21,3,5160
35,3,5160
28,3,6450
65, ,
50,3,6450
48,2,1000
18,3,6450
24,3,8600
70,3,4300
66, ,
46, ,
42, ,
63,3,4300
60,3,4300
38,3,5160
21,3,5590
41,3,12040
37,3,8170
60, ,
54, ,
22, ,
71, ,
63, ,
22, ,
52,3,107500
51,1,15000
23, ,
21, ,
18, ,
15, ,
14, ,
67, ,
35,2,8000
53,2,30000
47,1,20000
67,3,2150
68,4,2150
42,3,6450
18,3,4300
73, ,
43,2,4000
45,7,
44, ,
16, ,
14, ,
67, ,
63, ,
42,7,
21,7,
43, ,
46,7,
44, ,
19,7,
48,1,15000
25,1,16000
46,8,
47, ,
20, ,
15, ,
25,4,2322
32,4,9000
28,3,5160
40,3,7740
48, ,
28,3,4300
31, ,
25,3,5160
13,4,2580
69, ,
68, ,
46,3,6450
70, ,
46,3,5160
44,3,6450
42, ,
38,3,5160
17, ,
15, ,
76, ,
68, ,
21, ,
48,2,20000
76, ,
71, ,
65, ,
46, ,
37,1,5000
13, ,
27,1,10000
30,3,5160
36,3,5590
31, ,
56,2,4800
56,3,4730
36, ,
20, ,
18,3,3440
43,2,8000
39,3,4300
44,2,4000
46,3,5160
18, ,
16, ,
42,3,12040
32,3,860
13, ,
42,3,6450
13, ,
36,3,10750
38, ,
32,3,7740
32,2,5000
13, ,
55,2,16000
46,3,6450
22,2,7000
18, ,
33,3,8600
27, ,
67, ,
38,3,8600
18, ,
19, ,
14, ,
33,2,10000
29,2,10000
38,8,
36, ,
60,7,
43,3,8600
39,4,3225
16, ,
60,3,6450
37, ,
45, ,
22, ,
48,3,12900
37, ,
20,3,6450
17, ,
19,3,7740
40,3,6020
56,7,
46,7,
24,7,
19,4,9000
81, ,
45,3,8600
42,1,19000
21,3,2580
48,3,8600
32,4,2580
41,3,8600
13,4,2580
12, ,
45,3,8600
48,1,4000
15,3,1290
13,3,860
53,4,1290
25, ,
50, ,
50,2,8000
69, ,
52,3,3440
30,2,3800
26,3,4300
23, ,
36,8,
38, ,
26,3,7740
23, ,
49,7,
49,7,
18, ,
22,7,
34,3,12900
34, ,
13, ,
33,3,6450
37,3,6020
34,4,1720
34,2,7000
38,3,8600
34, ,
42, ,
40, ,
14, ,
30, ,
36, ,
14, ,
74, ,
75, ,
45, ,
46,3,8600
44,3,8170
14, ,
13, ,
31,3,6880
24, ,
37,3,10320
34,3,6880
30,3,6880
28, ,
51, ,
18,3,6880
82, ,
82, ,
44,3,7740
20,3,3440
15, ,
13, ,
41,3,6880
27,3,9460
25,3,7740
26,3,7740
34,2,7200
53,3,7740
53,2,8000
25,2,9000
23,3,8600
40,3,3440
35,3,3440
17,3,4300
74,7,
70, ,
34,7,
38,7,
38, ,
35,3,8600
31,7,
12, ,
40,3,5160
34,3,5160
61, ,
12, ,
15, ,
66, ,
34, ,
21, ,
27, ,
67, ,
31,7,
84, ,
78, ,
77, ,
61,3,6880
61, ,
53, ,
53,3,6450
23,7,
24,3,4300
41,1,15000
22, ,
12, ,
42,3,5590
40,3,4300
16, ,
59,7,
50,3,860
29, ,
24,3,4300
12, ,
54,4,5160
29,3,5160
75, ,
49,3,3440
19,7,
18, ,
13, ,
28,1,18000
76, ,
76, ,
71, ,
37,1,16000
34,4,12616
25,2,8000
24, ,
61, ,
28, ,
57, ,
18,2,6400
34,1,25000
31, ,
15, ,
30,3,10750
30,3,10750
33, ,
51,3,5160
53, ,
47,3,6880
81, ,
77,3,860
45,3,17200
36, ,
13, ,
31,3,6450
25,3,6450
49,3,6450
45,3,6450
66,1,40000
58,1,40000
86, ,
85, ,
42,3,7740
12, ,
20,2,2000
40,3,8600
45,3,6450
16, ,
21, ,
38,1,9200
43,3,12900
42,7,
39, ,
17, ,
44,3,7740
37,2,7600
14, ,
59,7,
51,7,
31,7,
44,7,
16, ,
19,3,9030
86, ,
46,3,8600
45,4,5160
47,3,10750
44, ,
20, ,
16, ,
15, ,
68, ,
70, ,
30,1,30000
29,2,14000
59,3,6450
59, ,
41,3,8600
36, ,
17, ,
44,3,8600
34,3,6450
16,3,3870
15, ,
13, ,
40, ,
22,3,7740
21,3,6450
19, ,
17,3,6450
15, ,
42,3,3225
25,3,6450
47,3,6880
60,7,
54,7,
57, ,
58,3,17200
54,8,
29,3,8600
51, ,
53, ,
16, ,
51,2,30000
44, ,
19,4,3440
69, ,
59, ,
28,4,5160
66, ,
63,3,6450
25,3,4300
51,7,
52, ,
44,1,18000
46, ,
17,3,3741
12, ,
28,2,7600
30,1,9000
50,7,
50, ,
25,3,5160
26,3,5160
35,7,
33, ,
42,7,
43,3,1290
22,7,
54, ,
44, ,
26,3,4300
24,3,5590
18, ,
16, ,
18,3,5160
64,3,1290
64,3,6450
43,3,2150
20,7,
13, ,
71, ,
43,3,8600
41,7,
60,7,
56,7,
30,4,15000
33,2,9000
30,3,8600
30,7,
29,7,
44,7,
61,7,
60, ,
33,3,9890
32,2,4800
29,3,3010
43,2,10000
23,7,
21,3,5590
15, ,
73, ,
69,7,
38,7,
38,3,6450
13, ,
65,4,1720
65,2,1200
33,2,7000
71,1,6000
80, ,
47,3,5160
44,7,
73, ,
32,8,
29, ,
69, ,
62,3,5160
42,3,15050
21, ,
16, ,
12, ,
39,3,6880
21,3,15050
85, ,
89, ,
80, ,
80, ,
63,7,
39,7,
32,2,6400
25,1,12000
24,1,30000
71, ,
38, ,
68,7,
61,4,5375
25, ,
30,7,
26,2,5600
50,3,6450
47, ,
19,3,4300
14, ,
37,3,6299
53,2,6000
41,2,1000
27,8,
25,7,
36,7,
37, ,
12, ,
48,3,8600
47, ,
14, ,
22,3,6020
55, ,
16, ,
59,2,20000
53,2,8000
59, ,
55,3,4300
32,4,5160
30,3,4300
52,3,6450
25,2,3000
80, ,
18,3,6880
18, ,
18, ,
52,1,18000
51,2,24000
24, ,
19, ,
17, ,
45,7,
55,2,8000
23, ,
19, ,
52,1,20000
48, ,
33,7,
18,3,4300
24,3,6450
22,3,6880
38, ,
20,4,15000
51,7,
33, ,
16,4,860
12, ,
61,3,12040
54, ,
17, ,
22, ,
33,2,9200
28,7,
28,7,
29,2,18000
67,4,2580
39, ,
52,2,14000
22, ,
64,7,
36, ,
14, ,
17,1,8000
69,3,3010
63, ,
40,7,
27, ,
68,4,5375
31,2,6000
66,7,
64, ,
27,7,
25,3,5160
52,4,10750
53, ,
28,7,
27,4,2150
21,3,4300
42,3,3440
39, ,
20, ,
17, ,
52,7,
56,3,6020
24,7,
21,7,
16,3,2150
15, ,
31,3,4300
26,3,4300
60,3,6450
18, ,
18, ,
41,7,
43,3,4730
55,2,6000
59,3,6450
31,2,6000
39, ,
18, ,
65, ,
64, ,
34,7,
30,7,
63,2,4500
59, ,
28, ,
51,2,8000
52,2,12000
18, ,
62, ,
63, ,
63, ,
37,7,
37, ,
12, ,
86, ,
75, ,
79, ,
77, ,
79, ,
71, ,
47,4,38700
47,4,860
19,3,2150
18,3,2150
65, ,
46,4,2150
30,3,12900
29,3,7740
17, ,
38,7,
39,7,
20,3,7310
53,7,
54,7,
19,7,
25,7,
22,3,3870
55,2,8600
54,7,
28,7,
27,3,12900
26,1,10000
48,7,
51, ,
